kepid,label,has_confirmed_planet,confirmed_planet_count,detectable_planet_count,confirmed_planet_names,split,signal_count,periods_days,epochs_bkjd,durations_hours,quarters
7778767,CONFIRMED,1,1,1,Kepler-1267 b,train,1,13.0313583,144.11544,4.521,4;5;6
7779077,CONFIRMED,1,1,1,Kepler-1770 b,train,1,16.84183355,137.99443,2.6194,4;5;6
7802719,CONFIRMED,1,1,1,Kepler-1157 b,train,1,4.45743267,132.16006,2.3226,4;5;6
7808587,CONFIRMED,1,1,1,Kepler-886 b,train,1,6.24145791,134.88892,3.0998,4;5;6
7810483,CONFIRMED,1,1,1,Kepler-1676 b,train,1,29.92208104,146.00807,2.7716,4;5;6
7815744,CONFIRMED,1,1,1,Kepler-933 b,train,1,14.20442616,142.7332,3.898,4;5;6
7826620,CONFIRMED,1,1,1,Kepler-1579 b,train,1,0.849906734,131.6741,1.141,4;5;6
7831264,CONFIRMED,1,2,2,Kepler-116 b;Kepler-116 c,train,2,5.968724048;13.07141889,137.158607;144.44217,3.651;3.0946,4;5;6
7832356,CONFIRMED,1,1,1,Kepler-855 b,train,1,7.886632468,360.514132,5.2147,4;5;6
7838675,CONFIRMED,1,1,1,Kepler-1561 b,train,1,1.005205893,132.45541,1.63,4;5;6
7841925,CONFIRMED,1,2,2,Kepler-865 c;Kepler-865 b,train,2,6.20920207;14.16400071,136.87938;140.58934,2.637;4.3031,4;5;6
7869917,CONFIRMED,1,2,2,Kepler-880 b;Kepler-880 c,train,2,7.71467686;11.8061737,133.55635;138.2641,4.5871;4.472,4;5;6
7870032,CONFIRMED,1,1,1,Kepler-961 b,train,1,16.87725775,138.64907,3.7917,4;5;6
7870390,CONFIRMED,1,3,3,Kepler-83 d;Kepler-83 b;Kepler-83 c,train,3,5.169804269;9.7704486;20.09017037,172.63153;175.71372;147.97788,2.153;2.4517;4.154,4;5;6
7877496,CONFIRMED,1,1,1,Kepler-412 b,train,1,1.72086129,133.0209998,2.0243,4;5;6
7879433,CONFIRMED,1,1,1,Kepler-1850 b,train,1,1.385787741,135.49119,1.6449,4;5;6
7907423,CONFIRMED,1,3,3,Kepler-249 b;Kepler-249 c;Kepler-249 d,train,3,3.306551643;7.11373257;15.36845737,134.37211;174.32351;147.38965,1.8177;2.1764;2.4714,4;5;6
7908367,CONFIRMED,1,2,2,Kepler-1642 c;Kepler-1642 b,train,2,6.6513189;12.2064304,135.289;134.053,2.135;2.407,4;5;6
7918992,CONFIRMED,1,1,1,Kepler-1091 b,train,1,1.434745129,132.62802,1.862,4;5;6
7939330,CONFIRMED,1,2,1,Kepler-896 c;Kepler-896 b,train,1,29.5422566,137.57837,13.902,4;5;6
7948784,CONFIRMED,1,1,1,Kepler-1778 b,train,1,10.08744556,135.13582,2.9884,4;5;6
7950644,CONFIRMED,1,1,1,Kepler-427 b,train,1,10.290994129,137.0220594,4.28889,4;5;6
7960980,CONFIRMED,1,1,1,Kepler-1170 b,train,1,9.98970266,133.76102,3.7,4;5;6
8004903,CONFIRMED,1,1,1,Kepler-1286 b,train,1,11.25401871,136.8901,4.759,4;5;6
8007644,CONFIRMED,1,1,1,Kepler-1192 b,train,1,25.2034128,137.56393,4.515,4;5;6
8008067,CONFIRMED,1,3,2,Kepler-139 d;Kepler-139 b;Kepler-139 c,train,2,7.305706326;15.77111067,131.77905;184.90347,1.4228;5.0574,4;5;6
8008206,CONFIRMED,1,2,2,Kepler-185 b;Kepler-185 c,train,2,1.632916419;20.72904234,134.54956;185.43113,1.5599;2.8066,4;5;6
8015907,CONFIRMED,1,1,1,Kepler-585 b,train,1,2.752359689,171.259808,2.0722,4;5;6
8016691,CONFIRMED,1,1,1,Kepler-1456 b,train,1,18.1373788,136.8106,3.844,4;5;6
8017703,CONFIRMED,1,3,1,Kepler-174 b;Kepler-174 c;Kepler-174 d,train,1,13.98177862,181.975114,2.958,4;5;6
8022244,CONFIRMED,1,2,1,Kepler-175 b;Kepler-175 c,train,1,11.90352088,178.34161,4.297,4;5;6
8030148,CONFIRMED,1,1,1,Kepler-474 b,train,1,5.660669429,137.416045,4.6483,4;5;6
8030339,CONFIRMED,1,1,1,Kepler-1534 b,train,1,5.71668787,136.32274,1.97,4;5;6
8036287,CONFIRMED,1,1,1,Kepler-1537 b,train,1,1.44445234,132.80685,0.9753,4;5;6
8037038,CONFIRMED,1,1,1,Kepler-1631 b,train,1,4.09513876,131.67784,2.462,4;5;6
8037145,CONFIRMED,1,4,3,Kepler-176 b;Kepler-176 c;Kepler-176 d;Kepler-176 e,train,3,5.433132902;12.75934489;25.75274977,138.36644;170.32152;136.43851,2.4012;3.5889;2.7678,4;5;6
8039892,CONFIRMED,1,1,1,Kepler-719 b,train,1,5.007316661,173.433997,4.2362,4;5;6
8041216,CONFIRMED,1,1,1,Kepler-500 b,train,1,8.508333104,134.785645,3.4559,4;5;6
8042453,CONFIRMED,1,1,1,Kepler-1182 b,train,1,11.17392077,134.70626,3.307,4;5;6
8043638,CONFIRMED,1,1,1,Kepler-559 b,train,1,17.58751692,176.077382,4.3773,4;5;6
8073705,CONFIRMED,1,1,1,Kepler-1445 b,train,1,10.60052083,132.98523,4.509,4;5;6
8073806,CONFIRMED,1,1,1,Kepler-1835 b,train,1,11.96407399,133.15804,4.526,4;5;6
8081899,CONFIRMED,1,1,1,Kepler-1235 b,train,1,4.16056658,132.27418,2.61,4;5;6
8082001,CONFIRMED,1,1,1,Kepler-893 b,train,1,6.33855946,354.85104,3.4617,4;5;6
8087812,CONFIRMED,1,1,1,Kepler-1952 b,train,1,27.2106807,132.3793,10.515,4;5;6
8107380,CONFIRMED,1,1,1,Kepler-476 b,train,1,14.00640392,142.20885,4.6919,4;5;6
8110767,CONFIRMED,1,1,1,Kepler-1685 b,train,1,20.49041,144.41979,4.369,4;5;6
8125580,CONFIRMED,1,1,1,Kepler-749 b,train,1,17.31711739,142.36094,3.1518,4;5;6
8126558,CONFIRMED,1,1,1,Kepler-1815 b,train,1,12.19140405,136.33677,1.8832,4;5;6
8150320,CONFIRMED,1,5,4,Kepler-55 d;Kepler-55 e;Kepler-55 f;Kepler-55 b;Kepler-55 c,train,4,2.211116989;4.617490562;10.19849255;27.9541337,170.150139;135.04909;137.92067;178.73791,1.6485;2.2618;2.4283;3.95,4;5;6
8151055,CONFIRMED,1,1,1,Kepler-1460 b,train,1,29.9632816,149.94353,2.6,4;5;6
8158127,CONFIRMED,1,2,2,Kepler-750 c;Kepler-750 b,train,2,4.08897299;9.42889884,135.76402;140.1046,3.585;4.4481,4;5;6
8164257,CONFIRMED,1,3,2,Kepler-357 b;Kepler-357 c;Kepler-357 d,train,2,6.47539108;16.85825609,137.5825;142.34289,2.7048;2.0728,4;5;6
8165946,CONFIRMED,1,1,1,Kepler-1100 b,train,1,6.42199919,134.58037,2.6192,4;5;6
8167996,CONFIRMED,1,3,3,Kepler-327 b;Kepler-327 c;Kepler-327 d,train,3,2.549562652;5.21230171;13.96950181,132.60803;132.71052;132.17062,1.6999;2.098;1.5871,4;5;6
8168187,CONFIRMED,1,1,1,Kepler-1142 b,train,1,18.3027235,142.89166,8.262,4;5;6
8174625,CONFIRMED,1,1,1,Kepler-751 b,train,1,17.44486016,141.6802,4.445,4;5;6
8191672,CONFIRMED,1,1,1,Kepler-5 b,train,1,3.548465446,122.9014315,4.56904,4;5;6
8193178,CONFIRMED,1,2,2,Kepler-187 b;Kepler-187 c,train,2,4.93883135;10.64021008,135.95465;179.77776,4.388;5.4381,4;5;6
8218379,CONFIRMED,1,1,1,Kepler-1014 b,train,1,16.57099265,133.90704,2.9052,4;5;6
8219268,CONFIRMED,1,1,1,Kepler-91 b,train,1,6.24667547,136.38688,11.261,4;5;6
8226994,CONFIRMED,1,3,3,Kepler-250 b;Kepler-250 c;Kepler-250 d,train,3,4.14810719;7.15681552;17.64830851,133.3881;174.13511;133.54533,2.535;2.5882;2.0873,4;5;6
8229696,CONFIRMED,1,1,1,Kepler-761 b,train,1,10.12805158,139.1159,3.517,4;5;6
8240904,CONFIRMED,1,2,1,Kepler-266 b;Kepler-266 c,train,1,6.61836309,360.36694,3.6813,4;5;6
8247638,CONFIRMED,1,4,2,Kepler-251 b;Kepler-251 c;Kepler-251 d;Kepler-251 e,train,2,4.79090809;16.51410989,136.31106;176.11686,2.603;4.1575,4;5;6
8247771,CONFIRMED,1,1,1,Kepler-1200 b,train,1,1.118547814,132.84826,1.5534,4;5;6
8255887,CONFIRMED,1,1,1,Kepler-720 b,train,1,4.708326451,171.446507,3.16114,4;5;6
8257205,CONFIRMED,1,2,1,Kepler-1038 c;Kepler-1038 b,train,1,7.12766417,136.00586,2.491,4;5;6
8263545,CONFIRMED,1,1,1,Kepler-1878 b,train,1,4.44589508,131.74309,2.3816,4;5;6
8278371,CONFIRMED,1,1,1,Kepler-780 b,train,1,0.677374687,133.94573,1.8361,4;5;6
8280511,CONFIRMED,1,3,3,Kepler-271 d;Kepler-271 c;Kepler-271 b,train,3,5.24970432;7.41084314;10.43547031,135.46911;135.75425;134.82462,2.746;3.245;3.4167,4;5;6
8282651,CONFIRMED,1,1,1,Kepler-1136 b,train,1,2.361724472,133.23932,1.2167,4;5;6
8288947,CONFIRMED,1,1,1,Kepler-778 b,train,1,3.75574267,133.4333,2.2911,4;5;6
8292840,CONFIRMED,1,3,2,Kepler-126 b;Kepler-126 c;Kepler-126 d,train,2,10.49566303;21.86965714,172.79335;140.29513,4.7356;5.5177,4;5;6
8321314,CONFIRMED,1,1,1,Kepler-1683 b,train,1,15.03366411,144.98055,3.272,4;5;6
8344004,CONFIRMED,1,2,2,Kepler-188 b;Kepler-188 c,train,2,2.06190864;5.996533443,133.19888;172.50558,1.9743;3.3129,4;5;6
8349582,CONFIRMED,1,1,1,Kepler-95 b,train,1,11.523067458,131.969055,3.8757,4;5;6
8351704,CONFIRMED,1,1,1,Kepler-779 b,train,1,7.09712124,136.34514,2.1059,4;5;6
8352537,CONFIRMED,1,1,1,Kepler-547 b,train,1,6.010383339,174.084883,2.1939,4;5;6
8360640,CONFIRMED,1,1,1,Kepler-1891 b,train,1,4.0223109,135.17298,0.853,4;5;6
8361905,CONFIRMED,1,1,1,Kepler-646 b,train,1,15.87360981,182.40408,3.5246,4;5;6
8367113,CONFIRMED,1,1,1,Kepler-606 b,train,1,24.31574009,183.40875,4.1344,4;5;6
8367644,CONFIRMED,1,1,1,Kepler-993 b,train,1,22.08551599,135.23432,2.1727,4;5;6
8380709,CONFIRMED,1,1,1,Kepler-1249 b,train,1,24.3344939,147.41892,6.557,4;5;6
8395660,CONFIRMED,1,4,3,Kepler-106 b;Kepler-106 c;Kepler-106 d;Kepler-106 e,train,3,6.164876;13.57078281;23.9800854,135.63916;136.279194;147.537,3.262;3.3539;5.351,4;5;6
8410727,CONFIRMED,1,2,2,Kepler-270 b;Kepler-270 c,train,2,11.47609015;25.2630467,135.39622;134.18397,5.046;6.22,4;5;6
8414716,CONFIRMED,1,1,1,Kepler-721 b,train,1,5.392026903,171.72707,2.9804,4;5;6
8415200,CONFIRMED,1,1,1,Kepler-1328 b,train,1,4.52158614,133.21804,3.4702,4;5;6
8416523,CONFIRMED,1,1,1,Kepler-1604 b,train,1,0.341842017,131.660336,1.1554,4;5;6
8417078,CONFIRMED,1,1,1,Kepler-1619 b,train,1,23.6223571,146.9643,6.852,4;5;6
8426567,CONFIRMED,1,1,1,Kepler-1013 b,train,1,18.93055119,143.25058,3.372,4;5;6
8430964,CONFIRMED,1,1,1,Kepler-1900 b,train,1,2.98618134,133.46926,2.969,4;5;6
8456679,CONFIRMED,1,2,2,Kepler-1990 b;Kepler-1990 c,train,2,1.73513619;4.06844957,135.060047;132.27614,2.2741;2.8349,4;5;6
8463346,CONFIRMED,1,2,1,Kepler-436 c;Kepler-436 b,train,1,16.79716262,134.0417,3.83,4;5;6
8480285,CONFIRMED,1,2,2,Kepler-647 b;Kepler-647 c,train,2,16.2254975;29.66631669,144.02673;189.36948,6.471;8.412,4;5;6
8480582,CONFIRMED,1,1,1,Kepler-1702 b,train,1,18.5010898,149.17569,3.179,4;5;6
8490993,CONFIRMED,1,2,1,Kepler-722 b;Kepler-722 c,train,1,4.093578461,171.00954,2.5833,4;5;6
8491277,CONFIRMED,1,1,1,Kepler-498 b,train,1,9.61375316,132.185679,4.654,4;5;6
8494142,CONFIRMED,1,2,1,Kepler-145 b;Kepler-145 c,train,1,22.95062278,151.53259,4.4814,4;5;6
8494410,CONFIRMED,1,1,1,Kepler-1516 b,train,1,7.2593226,131.71082,6.1394,4;5;6
8494542,CONFIRMED,1,1,1,Kepler-1807 b,train,1,10.86062378,136.65957,2.2874,4;5;6
8494617,CONFIRMED,1,1,1,Kepler-1218 b,train,1,22.9221181,133.66805,8.2,4;5;6
8495415,CONFIRMED,1,1,1,Kepler-1208 b,train,1,11.08507658,355.03627,1.751,4;5;6
8543100,CONFIRMED,1,1,1,Kepler-1033 b,train,1,7.56052209,134.47889,3.8573,4;5;6
8544992,CONFIRMED,1,2,2,Kepler-388 b;Kepler-388 c,train,2,3.17323012;13.2970695,133.69979;140.94606,1.9094;3.283,4;5;6
8544996,CONFIRMED,1,1,1,Kepler-723 b,train,1,4.082274889,169.6375652,3.23015,4;5;6
8547140,CONFIRMED,1,1,1,Kepler-801 b,train,1,11.41926141,137.66894,3.9908,4;5;6
8547429,CONFIRMED,1,1,1,Kepler-1866 b,train,1,11.6601667,140.62189,5.882,4;5;6
8552719,CONFIRMED,1,2,1,Kepler-953 c;Kepler-953 b,train,1,9.10969334,133.06566,5.3181,4;5;6
8557374,CONFIRMED,1,2,2,Kepler-213 b;Kepler-213 c,train,2,2.462344253;4.822969318,171.84315;134.43535,1.8113;0.8752,4;5;6
8558011,CONFIRMED,1,2,1,Kepler-607 b;Kepler-607 c,train,1,0.638162933,131.74826,1.2313,4;5;6
8559644,CONFIRMED,1,2,1,Kepler-111 b;Kepler-111 c,train,1,3.341799486,141.35472,2.9254,4;5;6
8564674,CONFIRMED,1,2,2,Kepler-349 b;Kepler-349 c,train,2,5.92972237;12.2476121,135.49811;138.2196,2.518;3.209,4;5;6
8565266,CONFIRMED,1,1,1,Kepler-608 b,train,1,6.412512953,169.879804,5.2677,4;5;6
8578780,CONFIRMED,1,1,1,Kepler-1784 b,train,1,13.59051547,133.07217,3.784,4;5;6
8591173,CONFIRMED,1,1,1,Kepler-1804 b,train,1,12.2885046,141.61869,2.807,4;5;6
8591693,CONFIRMED,1,1,1,Kepler-1796 b,train,1,29.4557841,154.17062,3.451,4;5;6
8611832,CONFIRMED,1,2,1,Kepler-384 b;Kepler-384 c,train,1,22.5968256,140.42654,6.179,4;5;6
8612275,CONFIRMED,1,2,2,Kepler-360 b;Kepler-360 c,train,2,3.289726319;7.18644594,131.75522;136.62345,2.3274;1.4972,4;5;6
8612847,CONFIRMED,1,1,1,Kepler-800 b,train,1,14.13175309,142.26044,4.0136,4;5;6
8613535,CONFIRMED,1,2,2,Kepler-1165 b;Kepler-1165 c,train,2,9.47850818;29.9685917,140.16526;147.8598,6.154;6.678,4;5;6
8616637,CONFIRMED,1,2,2,Kepler-190 b;Kepler-190 c,train,2,2.019997006;3.763041531,170.07102;132.59298,1.8073;1.6011,4;5;6
8620402,CONFIRMED,1,1,1,Kepler-1913 b,train,1,14.1959621,137.01221,3.605,4;5;6
8625925,CONFIRMED,1,1,1,Kepler-609 b,train,1,6.521209629,175.7111,2.7975,4;5;6
8628758,CONFIRMED,1,2,2,Kepler-804 c;Kepler-804 b,train,2,9.65188331;14.37457572,132.15947;138.20189,4.296;4.7892,4;5;6
8630788,CONFIRMED,1,3,1,Kepler-281 b;Kepler-281 c;Kepler-281 d,train,1,14.64613058,136.5227,5.688,4;5;6
8631504,CONFIRMED,1,1,1,Kepler-1846 b,train,1,14.8200596,133.39933,3.902,4;5;6
8636600,CONFIRMED,1,1,1,Kepler-1959 b,train,1,6.38671206,131.52991,1.201,4;5;6
8644288,CONFIRMED,1,3,3,Kepler-18 b;Kepler-18 c;Kepler-18 d,train,3,3.504691252;7.641567589;14.85890852,133.511941;135.407564;128.154869,1.9811;3.41018;3.5252,4;5;6
8651389,CONFIRMED,1,1,1,Kepler-1768 b,train,1,15.13590453,146.58371,2.236,4;5;6
8676148,CONFIRMED,1,1,1,Kepler-1273 b,train,1,28.6253502,158.11827,4.551,4;5;6
8678594,CONFIRMED,1,2,1,Kepler-799 c;Kepler-799 b,train,1,15.19423359,142.73422,3.106,4;5;6
8680979,CONFIRMED,1,2,2,Kepler-330 b;Kepler-330 c,train,2,8.25980352;15.95541913,137.47021;143.30236,2.928;3.9851,4;5;6
8681734,CONFIRMED,1,1,1,Kepler-1198 b,train,1,7.68478504,137.64035,2.447,4;5;6
8681833,CONFIRMED,1,1,1,Kepler-1372 b,train,1,1.311558909,131.53283,1.919,4;5;6
8689373,CONFIRMED,1,3,3,Kepler-253 b;Kepler-253 c;Kepler-253 d,train,3,3.78402867;10.28194593;18.11993039,133.28133;175.33988;182.61535,1.9012;3.4366;4.2309,4;5;6
8689793,CONFIRMED,1,1,1,Kepler-1003 b,train,1,3.554856338,131.80398,2.1004,4;5;6
8692861,CONFIRMED,1,2,1,Kepler-69 b;Kepler-69 c,train,1,13.7223682,137.84083,5.1231,4;5;6
8700771,CONFIRMED,1,1,1,Kepler-806 b,train,1,8.0922105,138.04535,5.7696,4;5;6
8709688,CONFIRMED,1,1,1,Kepler-1893 b,train,1,4.17939037,133.84818,2.647,4;5;6
8711794,CONFIRMED,1,1,1,Kepler-463 b,train,1,8.981014925,136.649307,1.8478,4;5;6
8733898,CONFIRMED,1,3,3,Kepler-446 b;Kepler-446 c;Kepler-446 d,train,3,1.565412613;3.036208739;5.14892346,132.91281;134.06146;133.31971,0.7572;0.9324;0.9613,4;5;6
8750043,CONFIRMED,1,1,1,Kepler-1055 b,train,1,2.29503515,132.69329,1.654,4;5;6
8751796,CONFIRMED,1,1,1,Kepler-1435 b,train,1,4.45342418,133.09066,3.654,4;5;6
8753657,CONFIRMED,1,2,2,Kepler-406 b;Kepler-406 c,train,2,2.426304127;4.62334491,170.455517;132.37083,2.6624;3.0189,4;5;6
8753896,CONFIRMED,1,2,2,Kepler-389 b;Kepler-389 c,train,2,3.24417541;14.5123622,132.94014;143.8154,1.992;4.163,4;5;6
8757824,CONFIRMED,1,1,1,Kepler-1275 b,train,1,3.65690909,134.95269,2.064,4;5;6
8760040,CONFIRMED,1,1,1,Kepler-1396 b,train,1,18.2206024,141.37607,5.109,4;5;6
8766650,CONFIRMED,1,1,1,Kepler-1008 b,train,1,12.43929428,136.37952,3.176,4;5;6
8773015,CONFIRMED,1,1,1,Kepler-1586 b,train,1,15.604841,131.9989,4.543,4;5;6
8802165,CONFIRMED,1,1,1,Kepler-648 b,train,1,17.42115972,184.245906,4.9974,4;5;6
8802693,CONFIRMED,1,1,1,Kepler-1045 b,train,1,26.41044199,149.39541,3.0715,4;5;6
8804283,CONFIRMED,1,2,2,Kepler-1991 b;Kepler-1991 c,train,2,13.26079792;22.79020351,139.0988;138.68515,3.912;5.0394,4;5;6
8804845,CONFIRMED,1,2,2,Kepler-1067 b;Kepler-1067 c,train,2,0.762132307;5.42586901,131.61542;135.86589,1.22;2.5342,4;5;6
8805348,CONFIRMED,1,1,1,Kepler-649 b,train,1,29.90721859,175.29337,4.8475,4;5;6
8822216,CONFIRMED,1,2,1,Kepler-610 b;Kepler-610 c,train,1,6.996926239,175.914281,2.7374,4;5;6
8826168,CONFIRMED,1,1,1,Kepler-980 b,train,1,11.55103848,134.90803,3.3601,4;5;6
8826878,CONFIRMED,1,1,1,Kepler-727 b,train,1,5.15448142,171.6389,3.228,4;5;6
8827575,CONFIRMED,1,1,1,Kepler-1992 b,train,1,15.6112238,144.8735,3.873,4;5;6
8832512,CONFIRMED,1,1,1,Kepler-963 b,train,1,9.97682072,131.76825,3.4873,4;5;6
8866102,CONFIRMED,1,1,1,Kepler-410 A b,train,1,17.83367834,181.233943,4.5112,4;5;6
8873450,CONFIRMED,1,1,1,Kepler-1975 b,train,1,24.2783801,154.51325,4.564,4;5;6
8874090,CONFIRMED,1,1,1,Kepler-834 b,train,1,13.32389352,135.24585,3.2208,4;5;6
8884274,CONFIRMED,1,1,1,Kepler-1374 b,train,1,10.65275054,136.08994,2.684,4;5;6
8885643,CONFIRMED,1,1,1,Kepler-1346 b,train,1,3.40165617,132.06195,1.9617,4;5;6
8890150,CONFIRMED,1,2,1,Kepler-395 b;Kepler-395 c,train,1,7.05429483,136.18961,1.716,4;5;6
8890783,CONFIRMED,1,2,1,Kepler-561 c;Kepler-561 b,train,1,5.350156114,195.761347,2.2647,4;5;6
8890924,CONFIRMED,1,1,1,Kepler-1993 b,train,1,26.6565737,131.59433,4.954,4;5;6
8892157,CONFIRMED,1,1,1,Kepler-1149 b,train,1,3.73090026,132.89428,2.9095,4;5;6
8892303,CONFIRMED,1,1,1,Kepler-1314 b,train,1,5.424749327,133.728952,1.139,4;5;6
8934495,CONFIRMED,1,1,1,Kepler-1721 b,train,1,4.592393816,172.004723,2.2748,4;5;6
8935810,CONFIRMED,1,1,1,Kepler-1747 b,train,1,6.230335,181.29566,1.6493,4;5;6
8947520,CONFIRMED,1,1,1,Kepler-1264 b,train,1,0.968527683,131.50954,1.3672,4;5;6
8950568,CONFIRMED,1,4,4,Kepler-85 b;Kepler-85 c;Kepler-85 d;Kepler-85 e,train,4,8.30537702;12.51353325;17.9134215;25.2149143,139.7437;139.42461;135.52921;152.6912,3.751;4.301;4.364;5.76,4;5;6
8951205,CONFIRMED,1,1,1,Kepler-1940 b,train,1,4.95060632,132.80914,1.719,4;5;6
8962094,CONFIRMED,1,4,2,Kepler-215 b;Kepler-215 c;Kepler-215 d;Kepler-215 e,train,2,9.36059705;14.6672293,171.97292;145.42058,3.2069;3.742,4;5;6
8972058,CONFIRMED,1,2,2,Kepler-115 b;Kepler-115 c,train,2,2.403640701;8.99088621,134.73065;136.73923,1.4012;4.2447,4;5;6
8978528,CONFIRMED,1,2,2,Kepler-329 b;Kepler-329 c,train,2,7.41634701;18.6848377,135.85372;136.14587,2.1362;3.7965,4;5;6
9003401,CONFIRMED,1,1,1,Kepler-1823 b,train,1,21.1033014,144.66035,2.059,4;5;6
9006186,CONFIRMED,1,3,3,Kepler-1130 c;Kepler-1130 d;Kepler-1130 b,train,3,3.26662733;4.27226421;5.45298742,136.08452;133.21863;134.15183,2.056;2.113;2.1328,4;5;6
9006449,CONFIRMED,1,3,2,Kepler-295 b;Kepler-295 c;Kepler-295 d,train,2,12.64504291;21.5262958,138.63149;132.28787,9.117;8.392,4;5;6
9009036,CONFIRMED,1,1,1,Kepler-1616 b,train,1,6.76289308,135.6771,6.204,4;5;6
9020160,CONFIRMED,1,3,3,Kepler-191 d;Kepler-191 b;Kepler-191 c,train,3,5.945043548;9.93962361;17.73842886,170.472237;131.58267;148.99011,2.7004;3.432;3.0049,4;5;6
9021075,CONFIRMED,1,1,1,Kepler-1968 b,train,1,7.28116667,132.7518,2.716,4;5;6
9070666,CONFIRMED,1,1,1,Kepler-1408 b,train,1,2.99792926,131.76579,4.398,4;5;6
9076513,CONFIRMED,1,1,1,Kepler-611 b,train,1,2.437029217,170.73808,3.2005,4;5;6
9076971,CONFIRMED,1,1,1,Kepler-1400 b,train,1,9.06687613,134.75185,3.381,4;5;6
9077124,CONFIRMED,1,1,1,Kepler-729 b,train,1,3.166353562,170.966145,3.3129,4;5;6
9086251,CONFIRMED,1,1,1,Kepler-1833 b,train,1,6.89213244,131.63179,1.725,4;5;6
9092504,CONFIRMED,1,2,2,Kepler-1322 b;Kepler-1322 c,train,2,0.962864171;6.46004728,132.12548;135.96779,1.6802;1.979,4;5;6
9100953,CONFIRMED,1,2,1,Kepler-1610 b;Kepler-1610 c,train,1,8.70179611,138.24633,3.048,4;5;6
9101496,CONFIRMED,1,2,1,Kepler-335 b;Kepler-335 c,train,1,6.56226483,132.61123,4.0144,4;5;6
9112931,CONFIRMED,1,1,1,Kepler-1161 b,train,1,10.71253475,137.16499,2.7186,4;5;6
9115800,CONFIRMED,1,1,1,Kepler-548 b,train,1,4.454194254,172.8202233,2.3061,4;5;6
9117416,CONFIRMED,1,2,2,Kepler-1921 c;Kepler-1921 b,train,2,3.15722086;20.034708,131.69915;145.4541,3.762;6.49,4;5;6
9141746,CONFIRMED,1,2,2,Kepler-730 c;Kepler-730 b,train,2,2.85188338;6.491682808,132.1455;174.633553,2.666;4.301,4;5;6
9146018,CONFIRMED,1,3,3,Kepler-192 d;Kepler-192 b;Kepler-192 c,train,3,6.47027706;9.9267215;21.22349325,136.50567;175.68671;170.37387,3.343;3.8428;4.9416,4;5;6
9150827,CONFIRMED,1,1,1,Kepler-1749 b,train,1,14.53410833,145.42643,3.3094,4;5;6
9157634,CONFIRMED,1,1,1,Kepler-586 b,train,1,2.104721971,171.044219,1.7547,4;5;6
9166862,CONFIRMED,1,1,1,Kepler-731 b,train,1,3.855603916,170.6787843,3.2179,4;5;6
9183378,CONFIRMED,1,1,1,Kepler-1571 b,train,1,3.38557445,133.97411,1.879,4;5;6
9205907,CONFIRMED,1,1,1,Kepler-1851 b,train,1,12.02295362,136.20687,1.2667,4;5;6
9209624,CONFIRMED,1,2,2,Kepler-387 b;Kepler-387 c,train,2,6.79164656;11.8376933,136.48519;142.21212,3.343;3.381,4;5;6
9210387,CONFIRMED,1,1,1,Kepler-1837 b,train,1,5.90608902,131.56096,2.409,4;5;6
9214942,CONFIRMED,1,1,1,Kepler-833 b,train,1,18.75470238,141.7172,3.0331,4;5;6
9229657,CONFIRMED,1,1,1,Kepler-1257 b,train,1,2.66831274,131.68823,2.4141,4;5;6
9230021,CONFIRMED,1,1,1,Kepler-1497 b,train,1,8.74192361,135.42727,4.235,4;5;6
9244756,CONFIRMED,1,1,1,Kepler-1779 b,train,1,16.34355902,145.04116,5.474,4;5;6
9264949,CONFIRMED,1,1,1,Kepler-835 b,train,1,11.41911886,186.30498,5.135,4;5;6
9266431,CONFIRMED,1,1,1,Kepler-1726 b,train,1,18.39629744,185.13946,2.7838,4;5;6
9269042,CONFIRMED,1,1,1,Kepler-1221 b,train,1,12.00089667,142.04182,3.266,4;5;6
9269281,CONFIRMED,1,1,1,Kepler-1748 b,train,1,5.82348911,354.99602,2.2441,4;5;6
9271752,CONFIRMED,1,1,1,Kepler-836 b,train,1,11.36113254,136.92584,4.1886,4;5;6
9277896,CONFIRMED,1,1,1,Kepler-915 b,train,1,4.59489816,133.83995,3.1381,4;5;6
9278725,CONFIRMED,1,1,1,Kepler-1148 b,train,1,1.104462494,132.32134,1.0458,4;5;6
9279669,CONFIRMED,1,1,1,Kepler-612 b,train,1,3.722158895,171.560055,1.9941,4;5;6
9285568,CONFIRMED,1,1,1,Kepler-1575 b,train,1,2.55315031,132.44849,1.849,4;5;6
9304101,CONFIRMED,1,1,1,Kepler-1079 b,train,1,13.24503482,142.00573,4.4078,4;5;6
9305831,CONFIRMED,1,1,1,Kepler-44 b,train,1,3.246732048,133.379165,3.0535,4;5;6
9307509,CONFIRMED,1,1,1,Kepler-1794 b,train,1,9.76293284,139.15802,3.064,4;5;6
9336200,CONFIRMED,1,1,1,Kepler-1153 b,train,1,1.755843555,133.15509,1.9425,4;5;6
9347009,CONFIRMED,1,1,1,Kepler-1030 b,train,1,19.32945602,133.26717,3.794,4;5;6
9347899,CONFIRMED,1,3,1,Kepler-31 b;Kepler-31 c;Kepler-31 d,train,1,20.86021229,180.017757,5.1937,4;5;6
9351316,CONFIRMED,1,2,1,Kepler-1086 b;Kepler-1086 c,train,1,18.78429232,137.88207,3.1136,4;5;6
9351920,CONFIRMED,1,1,1,Kepler-1111 b,train,1,8.79618433,135.67645,3.3781,4;5;6
