kepid,label,has_confirmed_planet,confirmed_planet_count,detectable_planet_count,confirmed_planet_names,split,signal_count,periods_days,epochs_bkjd,durations_hours,quarters
4349452,CONFIRMED,1,2,2,Kepler-25 b;Kepler-25 c,train,2,6.238535444;12.720370263,171.706325;178.528297,3.5255;2.7306,4;5;6
4770365,CONFIRMED,1,3,3,Kepler-1669 c;Kepler-1669 d;Kepler-1669 b,train,3,1.609321941;4.72941177;9.51220046,178.94178;132.93871;185.47893,1.6067;2.234;2.9497,4;5;6
5339567,CONFIRMED,1,1,1,Kepler-1240 b,train,1,4.86638504,134.01501,2.296,4;5;6
5358241,CONFIRMED,1,3,2,Kepler-53 d;Kepler-53 b;Kepler-53 c,train,2,9.75192101;18.64932728,138.78608;174.771,4.793;4.4056,4;5;6
5688790,CONFIRMED,1,1,1,Kepler-1439 b,train,1,8.07394097,540.04161,2.455,4;5;6
5775129,CONFIRMED,1,1,1,Kepler-1691 b,train,1,3.84822189,131.9185,2.013,4;5;6
5942808,CONFIRMED,1,2,2,Kepler-1814 c;Kepler-1814 b,train,2,0.626281766;2.935362067,131.90594;136.18415,1.1812;1.5043,4;5;6
6226290,CONFIRMED,1,1,1,Kepler-1057 b,train,1,14.08826442,137.34334,4.1847,4;5;6
6425957,CONFIRMED,1,2,2,Kepler-205 b;Kepler-205 c,train,2,2.755637216;20.30652862,170.845854;172.6581,1.8559;2.8014,4;5;6
6863998,CONFIRMED,1,1,1,Kepler-709 b,train,1,16.08518937,180.28319,3.984,4;5;6
7304449,CONFIRMED,1,1,1,Kepler-1650 b,train,1,1.538180949,131.822823,1.2635,4;5;6
7755636,CONFIRMED,1,1,1,Kepler-1015 b,train,1,16.00496657,135.25305,6.5047,4;5;6
7983117,CONFIRMED,1,1,1,Kepler-1988 b,train,1,11.49500229,141.27511,7.602,4;5;6
8081239,CONFIRMED,1,1,1,Kepler-1476 b,train,1,10.35857039,138.30794,2.577,4;5;6
8120608,CONFIRMED,1,5,4,Kepler-186 b;Kepler-186 c;Kepler-186 d;Kepler-186 e;Kepler-186 f,train,4,3.886795001;7.26731094;13.3430025;22.40777833,133.32959;174.31292;176.90387;153.79858,1.7574;2.2691;2.7399;3.2881,4;5;6
8439323,CONFIRMED,1,1,1,Kepler-1942 b,train,1,4.62602867,134.68092,0.643,4;5;6
8478994,CONFIRMED,1,2,1,Kepler-37 c;Kepler-37 d,train,1,21.30181863,191.84136,3.8763,4;5;6
8956206,CONFIRMED,1,1,1,Kepler-1071 b,train,1,6.17998508,132.72278,2.1094,4;5;6
9272070,CONFIRMED,1,1,1,Kepler-1555 b,train,1,8.10503551,135.88389,4.459,4;5;6
9455325,CONFIRMED,1,1,1,Kepler-958 b,train,1,9.76785911,139.43968,2.1649,4;5;6
9579641,CONFIRMED,1,2,2,Kepler-105 b;Kepler-105 c,train,2,5.412203927;7.12594387,133.143089;139.00492,2.9472;3.0014,4;5;6
9590976,CONFIRMED,1,3,3,Kepler-217 d;Kepler-217 b;Kepler-217 c,train,3,3.88688862;5.37493289;8.58600968,132.4955;170.93379;137.95984,3.683;3.9567;3.3443,4;5;6
10722485,CONFIRMED,1,1,1,Kepler-1588 b,train,1,7.84931877,134.8747,3.747,4;5;6
10842192,CONFIRMED,1,1,1,Kepler-1329 b,train,1,9.33648141,140.67893,2.5449,4;5;6
10880507,CONFIRMED,1,1,1,Kepler-1390 b,train,1,6.4802138,132.8598,3.27,4;5;6
11337372,CONFIRMED,1,2,1,Kepler-920 b;Kepler-920 c,train,1,6.53194024,136.03223,3.3351,4;5;6
11824786,CONFIRMED,1,1,1,Kepler-1212 b,train,1,12.94123564,139.89901,4.636,4;5;6
12352520,CONFIRMED,1,1,1,Kepler-1904 b,train,1,4.5770016,132.09921,0.949,4;5;6
1026321,CONTROL,0,0,0,,train,0,,,,4;5;6
1163621,CONTROL,0,0,0,,train,0,,,,4;5;6
1164333,CONTROL,0,0,0,,train,0,,,,4;5;6
1572802,CONTROL,0,0,0,,train,0,,,,4;5;6
1573742,CONTROL,0,0,0,,train,0,,,,4;5;6
1577221,CONTROL,0,0,0,,train,0,,,,4;5;6
1718743,CONTROL,0,0,0,,train,0,,,,4;5;6
1849341,CONTROL,0,0,0,,train,0,,,,4;5;6
1863995,CONTROL,0,0,0,,train,0,,,,4;5;6
1865159,CONTROL,0,0,0,,train,0,,,,4;5;6
1865174,CONTROL,0,0,0,,train,0,,,,4;5;6
1865305,CONTROL,0,0,0,,train,0,,,,4;5;6
2011883,CONTROL,0,0,0,,train,0,,,,4;5;6
2019140,CONTROL,0,0,0,,train,0,,,,4;5;6
2020185,CONTROL,0,0,0,,train,0,,,,4;5;6
2021216,CONTROL,0,0,0,,train,0,,,,4;5;6
2142244,CONTROL,0,0,0,,train,0,,,,4;5;6
2156693,CONTROL,0,0,0,,train,0,,,,4;5;6
2157024,CONTROL,0,0,0,,train,0,,,,4;5;6
2163808,CONTROL,0,0,0,,train,0,,,,4;5;6
2166322,CONTROL,0,0,0,,train,0,,,,4;5;6
2282919,CONTROL,0,0,0,,train,0,,,,4;5;6
2297232,CONTROL,0,0,0,,train,0,,,,4;5;6
2297815,CONTROL,0,0,0,,train,0,,,,4;5;6
2300284,CONTROL,0,0,0,,train,0,,,,4;5;6
2300433,CONTROL,0,0,0,,train,0,,,,4;5;6
2303414,CONTROL,0,0,0,,train,0,,,,4;5;6
2307327,CONTROL,0,0,0,,train,0,,,,4;5;6
2307838,CONTROL,0,0,0,,train,0,,,,4;5;6
2309148,CONTROL,0,0,0,,train,0,,,,4;5;6
2309598,CONTROL,0,0,0,,train,0,,,,4;5;6
2309690,CONTROL,0,0,0,,train,0,,,,4;5;6
2422920,CONTROL,0,0,0,,train,0,,,,4;5;6
2423549,CONTROL,0,0,0,,train,0,,,,4;5;6
2436900,CONTROL,0,0,0,,train,0,,,,4;5;6
2437145,CONTROL,0,0,0,,train,0,,,,4;5;6
2437240,CONTROL,0,0,0,,train,0,,,,4;5;6
2438191,CONTROL,0,0,0,,train,0,,,,4;5;6
2442726,CONTROL,0,0,0,,train,0,,,,4;5;6
2443945,CONTROL,0,0,0,,train,0,,,,4;5;6
2444435,CONTROL,0,0,0,,train,0,,,,4;5;6
2445964,CONTROL,0,0,0,,train,0,,,,4;5;6
2447893,CONTROL,0,0,0,,train,0,,,,4;5;6
2554433,CONTROL,0,0,0,,train,0,,,,4;5;6
2558065,CONTROL,0,0,0,,train,0,,,,4;5;6
2570462,CONTROL,0,0,0,,train,0,,,,4;5;6
2572839,CONTROL,0,0,0,,train,0,,,,4;5;6
2572877,CONTROL,0,0,0,,train,0,,,,4;5;6
2573548,CONTROL,0,0,0,,train,0,,,,4;5;6
2575616,CONTROL,0,0,0,,train,0,,,,4;5;6
2576050,CONTROL,0,0,0,,train,0,,,,4;5;6
2577005,CONTROL,0,0,0,,train,0,,,,4;5;6
2578198,CONTROL,0,0,0,,train,0,,,,4;5;6
2581472,CONTROL,0,0,0,,train,0,,,,4;5;6
2693428,CONTROL,0,0,0,,train,0,,,,4;5;6
2694875,CONTROL,0,0,0,,train,0,,,,4;5;6
2715041,CONTROL,0,0,0,,train,0,,,,4;5;6
2715495,CONTROL,0,0,0,,train,0,,,,4;5;6
2717569,CONTROL,0,0,0,,train,0,,,,4;5;6
2831087,CONTROL,0,0,0,,train,0,,,,4;5;6
2831923,CONTROL,0,0,0,,train,0,,,,4;5;6
2832272,CONTROL,0,0,0,,train,0,,,,4;5;6
2834230,CONTROL,0,0,0,,train,0,,,,4;5;6
2848378,CONTROL,0,0,0,,train,0,,,,4;5;6
2848415,CONTROL,0,0,0,,train,0,,,,4;5;6
2850399,CONTROL,0,0,0,,train,0,,,,4;5;6
2857345,CONTROL,0,0,0,,train,0,,,,4;5;6
2857528,CONTROL,0,0,0,,train,0,,,,4;5;6
2858292,CONTROL,0,0,0,,train,0,,,,4;5;6
2860126,CONTROL,0,0,0,,train,0,,,,4;5;6
2866023,CONTROL,0,0,0,,train,0,,,,4;5;6
2973432,CONTROL,0,0,0,,train,0,,,,4;5;6
2973469,CONTROL,0,0,0,,train,0,,,,4;5;6
2983511,CONTROL,0,0,0,,train,0,,,,4;5;6
2984409,CONTROL,0,0,0,,train,0,,,,4;5;6
2986505,CONTROL,0,0,0,,train,0,,,,4;5;6
2988113,CONTROL,0,0,0,,train,0,,,,4;5;6
2992573,CONTROL,0,0,0,,train,0,,,,4;5;6
2992956,CONTROL,0,0,0,,train,0,,,,4;5;6
2995995,CONTROL,0,0,0,,train,0,,,,4;5;6
3002386,CONTROL,0,0,0,,train,0,,,,4;5;6
3099759,CONTROL,0,0,0,,train,0,,,,4;5;6
3103779,CONTROL,0,0,0,,train,0,,,,4;5;6
3110297,CONTROL,0,0,0,,train,0,,,,4;5;6
3111524,CONTROL,0,0,0,,train,0,,,,4;5;6
3121204,CONTROL,0,0,0,,train,0,,,,4;5;6
3121786,CONTROL,0,0,0,,train,0,,,,4;5;6
3124582,CONTROL,0,0,0,,train,0,,,,4;5;6
3128866,CONTROL,0,0,0,,train,0,,,,4;5;6
3129822,CONTROL,0,0,0,,train,0,,,,4;5;6
3129842,CONTROL,0,0,0,,train,0,,,,4;5;6
3216742,CONTROL,0,0,0,,train,0,,,,4;5;6
3218743,CONTROL,0,0,0,,train,0,,,,4;5;6
3219735,CONTROL,0,0,0,,train,0,,,,4;5;6
3232726,CONTROL,0,0,0,,train,0,,,,4;5;6
3236003,CONTROL,0,0,0,,train,0,,,,4;5;6
3239348,CONTROL,0,0,0,,train,0,,,,4;5;6
3240916,CONTROL,0,0,0,,train,0,,,,4;5;6
3242053,CONTROL,0,0,0,,train,0,,,,4;5;6
3247882,CONTROL,0,0,0,,train,0,,,,4;5;6
3249726,CONTROL,0,0,0,,train,0,,,,4;5;6
3323996,CONTROL,0,0,0,,train,0,,,,4;5;6
3324568,CONTROL,0,0,0,,train,0,,,,4;5;6
3328751,CONTROL,0,0,0,,train,0,,,,4;5;6
3329865,CONTROL,0,0,0,,train,0,,,,4;5;6
3336937,CONTROL,0,0,0,,train,0,,,,4;5;6
3340127,CONTROL,0,0,0,,train,0,,,,4;5;6
3341174,CONTROL,0,0,0,,train,0,,,,4;5;6
3341457,CONTROL,0,0,0,,train,0,,,,4;5;6
3342478,CONTROL,0,0,0,,train,0,,,,4;5;6
3343166,CONTROL,0,0,0,,train,0,,,,4;5;6
3343285,CONTROL,0,0,0,,train,0,,,,4;5;6
3343409,CONTROL,0,0,0,,train,0,,,,4;5;6
3347286,CONTROL,0,0,0,,train,0,,,,4;5;6
3353144,CONTROL,0,0,0,,train,0,,,,4;5;6
3354488,CONTROL,0,0,0,,train,0,,,,4;5;6
3355435,CONTROL,0,0,0,,train,0,,,,4;5;6
3356332,CONTROL,0,0,0,,train,0,,,,4;5;6
3437031,CONTROL,0,0,0,,train,0,,,,4;5;6
3437392,CONTROL,0,0,0,,train,0,,,,4;5;6
3441608,CONTROL,0,0,0,,train,0,,,,4;5;6
3442085,CONTROL,0,0,0,,train,0,,,,4;5;6
3445068,CONTROL,0,0,0,,train,0,,,,4;5;6
3445235,CONTROL,0,0,0,,train,0,,,,4;5;6
3446842,CONTROL,0,0,0,,train,0,,,,4;5;6
3449458,CONTROL,0,0,0,,train,0,,,,4;5;6
3449861,CONTROL,0,0,0,,train,0,,,,4;5;6
3453030,CONTROL,0,0,0,,train,0,,,,4;5;6
3456743,CONTROL,0,0,0,,train,0,,,,4;5;6
3459709,CONTROL,0,0,0,,train,0,,,,4;5;6
3526812,CONTROL,0,0,0,,train,0,,,,4;5;6
3528656,CONTROL,0,0,0,,train,0,,,,4;5;6
3528684,CONTROL,0,0,0,,train,0,,,,4;5;6
3529031,CONTROL,0,0,0,,train,0,,,,4;5;6
3530486,CONTROL,0,0,0,,train,0,,,,4;5;6
3533681,CONTROL,0,0,0,,train,0,,,,4;5;6
3534349,CONTROL,0,0,0,,train,0,,,,4;5;6
3534770,CONTROL,0,0,0,,train,0,,,,4;5;6
3539791,CONTROL,0,0,0,,train,0,,,,4;5;6
3545147,CONTROL,0,0,0,,train,0,,,,4;5;6
3546978,CONTROL,0,0,0,,train,0,,,,4;5;6
3547198,CONTROL,0,0,0,,train,0,,,,4;5;6
3548628,CONTROL,0,0,0,,train,0,,,,4;5;6
3549573,CONTROL,0,0,0,,train,0,,,,4;5;6
3555512,CONTROL,0,0,0,,train,0,,,,4;5;6
3556875,CONTROL,0,0,0,,train,0,,,,4;5;6
3557305,CONTROL,0,0,0,,train,0,,,,4;5;6
3557421,CONTROL,0,0,0,,train,0,,,,4;5;6
3558635,CONTROL,0,0,0,,train,0,,,,4;5;6
3560300,CONTROL,0,0,0,,train,0,,,,4;5;6
3628188,CONTROL,0,0,0,,train,0,,,,4;5;6
3641330,CONTROL,0,0,0,,train,0,,,,4;5;6
3642661,CONTROL,0,0,0,,train,0,,,,4;5;6
3643764,CONTROL,0,0,0,,train,0,,,,4;5;6
3646855,CONTROL,0,0,0,,train,0,,,,4;5;6
3648735,CONTROL,0,0,0,,train,0,,,,4;5;6
3651360,CONTROL,0,0,0,,train,0,,,,4;5;6
3655689,CONTROL,0,0,0,,train,0,,,,4;5;6
3656015,CONTROL,0,0,0,,train,0,,,,4;5;6
3733169,CONTROL,0,0,0,,train,0,,,,4;5;6
3746445,CONTROL,0,0,0,,train,0,,,,4;5;6
3747352,CONTROL,0,0,0,,train,0,,,,4;5;6
3748095,CONTROL,0,0,0,,train,0,,,,4;5;6
3748918,CONTROL,0,0,0,,train,0,,,,4;5;6
3750796,CONTROL,0,0,0,,train,0,,,,4;5;6
3756737,CONTROL,0,0,0,,train,0,,,,4;5;6
3758774,CONTROL,0,0,0,,train,0,,,,4;5;6
3761576,CONTROL,0,0,0,,train,0,,,,4;5;6
3762464,CONTROL,0,0,0,,train,0,,,,4;5;6
3763500,CONTROL,0,0,0,,train,0,,,,4;5;6
3764211,CONTROL,0,0,0,,train,0,,,,4;5;6
3764578,CONTROL,0,0,0,,train,0,,,,4;5;6
3830862,CONTROL,0,0,0,,train,0,,,,4;5;6
3834728,CONTROL,0,0,0,,train,0,,,,4;5;6
3835611,CONTROL,0,0,0,,train,0,,,,4;5;6
3847707,CONTROL,0,0,0,,train,0,,,,4;5;6
3849002,CONTROL,0,0,0,,train,0,,,,4;5;6
3850233,CONTROL,0,0,0,,train,0,,,,4;5;6
3858331,CONTROL,0,0,0,,train,0,,,,4;5;6
3861094,CONTROL,0,0,0,,train,0,,,,4;5;6
3868382,CONTROL,0,0,0,,train,0,,,,4;5;6
3937857,CONTROL,0,0,0,,train,0,,,,4;5;6
3942297,CONTROL,0,0,0,,train,0,,,,4;5;6
3946899,CONTROL,0,0,0,,train,0,,,,4;5;6
3946978,CONTROL,0,0,0,,train,0,,,,4;5;6
3955891,CONTROL,0,0,0,,train,0,,,,4;5;6
3963225,CONTROL,0,0,0,,train,0,,,,4;5;6
3965810,CONTROL,0,0,0,,train,0,,,,4;5;6
3965915,CONTROL,0,0,0,,train,0,,,,4;5;6
3970168,CONTROL,0,0,0,,train,0,,,,4;5;6
3971905,CONTROL,0,0,0,,train,0,,,,4;5;6
3975840,CONTROL,0,0,0,,train,0,,,,4;5;6
4043400,CONTROL,0,0,0,,train,0,,,,4;5;6
4043767,CONTROL,0,0,0,,train,0,,,,4;5;6
4058265,CONTROL,0,0,0,,train,0,,,,4;5;6
4065607,CONTROL,0,0,0,,train,0,,,,4;5;6
4066213,CONTROL,0,0,0,,train,0,,,,4;5;6
4069039,CONTROL,0,0,0,,train,0,,,,4;5;6
4070074,CONTROL,0,0,0,,train,0,,,,4;5;6
4070217,CONTROL,0,0,0,,train,0,,,,4;5;6
4073814,CONTROL,0,0,0,,train,0,,,,4;5;6
4075975,CONTROL,0,0,0,,train,0,,,,4;5;6
4077931,CONTROL,0,0,0,,train,0,,,,4;5;6
4078087,CONTROL,0,0,0,,train,0,,,,4;5;6
4137896,CONTROL,0,0,0,,train,0,,,,4;5;6
4138687,CONTROL,0,0,0,,train,0,,,,4;5;6
4142137,CONTROL,0,0,0,,train,0,,,,4;5;6
4143645,CONTROL,0,0,0,,train,0,,,,4;5;6
4147960,CONTROL,0,0,0,,train,0,,,,4;5;6
4155520,CONTROL,0,0,0,,train,0,,,,4;5;6
4158847,CONTROL,0,0,0,,train,0,,,,4;5;6
4161030,CONTROL,0,0,0,,train,0,,,,4;5;6
4161497,CONTROL,0,0,0,,train,0,,,,4;5;6
4169721,CONTROL,0,0,0,,train,0,,,,4;5;6
4173011,CONTROL,0,0,0,,train,0,,,,4;5;6
4178049,CONTROL,0,0,0,,train,0,,,,4;5;6
4179201,CONTROL,0,0,0,,train,0,,,,4;5;6
4180705,CONTROL,0,0,0,,train,0,,,,4;5;6
4242196,CONTROL,0,0,0,,train,0,,,,4;5;6
4242506,CONTROL,0,0,0,,train,0,,,,4;5;6
4243354,CONTROL,0,0,0,,train,0,,,,4;5;6
4243803,CONTROL,0,0,0,,train,0,,,,4;5;6
4256388,CONTROL,0,0,0,,train,0,,,,4;5;6
4269066,CONTROL,0,0,0,,train,0,,,,4;5;6
4271431,CONTROL,0,0,0,,train,0,,,,4;5;6
4276535,CONTROL,0,0,0,,train,0,,,,4;5;6
4279279,CONTROL,0,0,0,,train,0,,,,4;5;6
4280866,CONTROL,0,0,0,,train,0,,,,4;5;6
4283965,CONTROL,0,0,0,,train,0,,,,4;5;6
4350116,CONTROL,0,0,0,,train,0,,,,4;5;6
4355819,CONTROL,0,0,0,,train,0,,,,4;5;6
4358631,CONTROL,0,0,0,,train,0,,,,4;5;6
4358892,CONTROL,0,0,0,,train,0,,,,4;5;6
4370861,CONTROL,0,0,0,,train,0,,,,4;5;6
4372761,CONTROL,0,0,0,,train,0,,,,4;5;6
4375039,CONTROL,0,0,0,,train,0,,,,4;5;6
4377855,CONTROL,0,0,0,,train,0,,,,4;5;6
4378946,CONTROL,0,0,0,,train,0,,,,4;5;6
4380834,CONTROL,0,0,0,,train,0,,,,4;5;6
4390773,CONTROL,0,0,0,,train,0,,,,4;5;6
4390919,CONTROL,0,0,0,,train,0,,,,4;5;6
4449674,CONTROL,0,0,0,,train,0,,,,4;5;6
4451068,CONTROL,0,0,0,,train,0,,,,4;5;6
4451255,CONTROL,0,0,0,,train,0,,,,4;5;6
4454505,CONTROL,0,0,0,,train,0,,,,4;5;6
4455561,CONTROL,0,0,0,,train,0,,,,4;5;6
4458260,CONTROL,0,0,0,,train,0,,,,4;5;6
4458800,CONTROL,0,0,0,,train,0,,,,4;5;6
4466647,CONTROL,0,0,0,,train,0,,,,4;5;6
4470828,CONTROL,0,0,0,,train,0,,,,4;5;6
4471953,CONTROL,0,0,0,,train,0,,,,4;5;6
4474193,CONTROL,0,0,0,,train,0,,,,4;5;6
4479666,CONTROL,0,0,0,,train,0,,,,4;5;6
4479806,CONTROL,0,0,0,,train,0,,,,4;5;6
4480705,CONTROL,0,0,0,,train,0,,,,4;5;6
4543737,CONTROL,0,0,0,,train,0,,,,4;5;6
4550872,CONTROL,0,0,0,,train,0,,,,4;5;6
4552970,CONTROL,0,0,0,,train,0,,,,4;5;6
4556646,CONTROL,0,0,0,,train,0,,,,4;5;6
4562260,CONTROL,0,0,0,,train,0,,,,4;5;6
4569115,CONTROL,0,0,0,,train,0,,,,4;5;6
4571582,CONTROL,0,0,0,,train,0,,,,4;5;6
4574841,CONTROL,0,0,0,,train,0,,,,4;5;6
4578949,CONTROL,0,0,0,,train,0,,,,4;5;6
4579125,CONTROL,0,0,0,,train,0,,,,4;5;6
4581122,CONTROL,0,0,0,,train,0,,,,4;5;6
4585007,CONTROL,0,0,0,,train,0,,,,4;5;6
4587268,CONTROL,0,0,0,,train,0,,,,4;5;6
4639266,CONTROL,0,0,0,,train,0,,,,4;5;6
4639895,CONTROL,0,0,0,,train,0,,,,4;5;6
4640657,CONTROL,0,0,0,,train,0,,,,4;5;6
4640771,CONTROL,0,0,0,,train,0,,,,4;5;6
4641549,CONTROL,0,0,0,,train,0,,,,4;5;6
4645964,CONTROL,0,0,0,,train,0,,,,4;5;6
4655929,CONTROL,0,0,0,,train,0,,,,4;5;6
4662519,CONTROL,0,0,0,,train,0,,,,4;5;6
4662822,CONTROL,0,0,0,,train,0,,,,4;5;6
4668568,CONTROL,0,0,0,,train,0,,,,4;5;6
4673247,CONTROL,0,0,0,,train,0,,,,4;5;6
4678250,CONTROL,0,0,0,,train,0,,,,4;5;6
4680923,CONTROL,0,0,0,,train,0,,,,4;5;6
4730331,CONTROL,0,0,0,,train,0,,,,4;5;6
4736432,CONTROL,0,0,0,,train,0,,,,4;5;6
4737094,CONTROL,0,0,0,,train,0,,,,4;5;6
4737364,CONTROL,0,0,0,,train,0,,,,4;5;6
4737779,CONTROL,0,0,0,,train,0,,,,4;5;6
4738015,CONTROL,0,0,0,,train,0,,,,4;5;6
4742509,CONTROL,0,0,0,,train,0,,,,4;5;6
4750925,CONTROL,0,0,0,,train,0,,,,4;5;6
4751745,CONTROL,0,0,0,,train,0,,,,4;5;6
4753723,CONTROL,0,0,0,,train,0,,,,4;5;6
4754306,CONTROL,0,0,0,,train,0,,,,4;5;6
4755515,CONTROL,0,0,0,,train,0,,,,4;5;6
4758269,CONTROL,0,0,0,,train,0,,,,4;5;6
4762130,CONTROL,0,0,0,,train,0,,,,4;5;6
4818952,CONTROL,0,0,0,,train,0,,,,4;5;6
4820384,CONTROL,0,0,0,,train,0,,,,4;5;6
4828031,CONTROL,0,0,0,,train,0,,,,4;5;6
4830178,CONTROL,0,0,0,,train,0,,,,4;5;6
4830491,CONTROL,0,0,0,,train,0,,,,4;5;6
4831169,CONTROL,0,0,0,,train,0,,,,4;5;6
4842003,CONTROL,0,0,0,,train,0,,,,4;5;6
4842151,CONTROL,0,0,0,,train,0,,,,4;5;6
4842436,CONTROL,0,0,0,,train,0,,,,4;5;6
4844332,CONTROL,0,0,0,,train,0,,,,4;5;6
4845734,CONTROL,0,0,0,,train,0,,,,4;5;6
4846411,CONTROL,0,0,0,,train,0,,,,4;5;6
4851182,CONTROL,0,0,0,,train,0,,,,4;5;6
4857539,CONTROL,0,0,0,,train,0,,,,4;5;6
4858572,CONTROL,0,0,0,,train,0,,,,4;5;6
4859846,CONTROL,0,0,0,,train,0,,,,4;5;6
4861442,CONTROL,0,0,0,,train,0,,,,4;5;6
4863688,CONTROL,0,0,0,,train,0,,,,4;5;6
4902780,CONTROL,0,0,0,,train,0,,,,4;5;6
4904182,CONTROL,0,0,0,,train,0,,,,4;5;6
4904293,CONTROL,0,0,0,,train,0,,,,4;5;6
4907372,CONTROL,0,0,0,,train,0,,,,4;5;6
4919503,CONTROL,0,0,0,,train,0,,,,4;5;6
4922510,CONTROL,0,0,0,,train,0,,,,4;5;6
4927396,CONTROL,0,0,0,,train,0,,,,4;5;6
4927771,CONTROL,0,0,0,,train,0,,,,4;5;6
4928225,CONTROL,0,0,0,,train,0,,,,4;5;6
4928746,CONTROL,0,0,0,,train,0,,,,4;5;6
4932303,CONTROL,0,0,0,,train,0,,,,4;5;6
4935061,CONTROL,0,0,0,,train,0,,,,4;5;6
4935245,CONTROL,0,0,0,,train,0,,,,4;5;6
4936672,CONTROL,0,0,0,,train,0,,,,4;5;6
4937056,CONTROL,0,0,0,,train,0,,,,4;5;6
4939431,CONTROL,0,0,0,,train,0,,,,4;5;6
4939895,CONTROL,0,0,0,,train,0,,,,4;5;6
4940319,CONTROL,0,0,0,,train,0,,,,4;5;6
4945897,CONTROL,0,0,0,,train,0,,,,4;5;6
4948402,CONTROL,0,0,0,,train,0,,,,4;5;6
4991251,CONTROL,0,0,0,,train,0,,,,4;5;6
4992155,CONTROL,0,0,0,,train,0,,,,4;5;6
5000976,CONTROL,0,0,0,,train,0,,,,4;5;6
5001976,CONTROL,0,0,0,,train,0,,,,4;5;6
5003319,CONTROL,0,0,0,,train,0,,,,4;5;6
5007050,CONTROL,0,0,0,,train,0,,,,4;5;6
5008707,CONTROL,0,0,0,,train,0,,,,4;5;6
5009702,CONTROL,0,0,0,,train,0,,,,4;5;6
5009805,CONTROL,0,0,0,,train,0,,,,4;5;6
5015389,CONTROL,0,0,0,,train,0,,,,4;5;6
5016503,CONTROL,0,0,0,,train,0,,,,4;5;6
5018118,CONTROL,0,0,0,,train,0,,,,4;5;6
5018478,CONTROL,0,0,0,,train,0,,,,4;5;6
5020024,CONTROL,0,0,0,,train,0,,,,4;5;6
5023275,CONTROL,0,0,0,,train,0,,,,4;5;6
5024549,CONTROL,0,0,0,,train,0,,,,4;5;6
5025698,CONTROL,0,0,0,,train,0,,,,4;5;6
5026162,CONTROL,0,0,0,,train,0,,,,4;5;6
5027314,CONTROL,0,0,0,,train,0,,,,4;5;6
5036194,CONTROL,0,0,0,,train,0,,,,4;5;6
5037878,CONTROL,0,0,0,,train,0,,,,4;5;6
5038695,CONTROL,0,0,0,,train,0,,,,4;5;6
5039141,CONTROL,0,0,0,,train,0,,,,4;5;6
5043004,CONTROL,0,0,0,,train,0,,,,4;5;6
5079500,CONTROL,0,0,0,,train,0,,,,4;5;6
5083390,CONTROL,0,0,0,,train,0,,,,4;5;6
5091104,CONTROL,0,0,0,,train,0,,,,4;5;6
5091918,CONTROL,0,0,0,,train,0,,,,4;5;6
5092957,CONTROL,0,0,0,,train,0,,,,4;5;6
5095521,CONTROL,0,0,0,,train,0,,,,4;5;6
5097584,CONTROL,0,0,0,,train,0,,,,4;5;6
5097608,CONTROL,0,0,0,,train,0,,,,4;5;6
5097889,CONTROL,0,0,0,,train,0,,,,4;5;6
5098148,CONTROL,0,0,0,,train,0,,,,4;5;6
5098194,CONTROL,0,0,0,,train,0,,,,4;5;6
5098363,CONTROL,0,0,0,,train,0,,,,4;5;6
5098778,CONTROL,0,0,0,,train,0,,,,4;5;6
5105216,CONTROL,0,0,0,,train,0,,,,4;5;6
5106547,CONTROL,0,0,0,,train,0,,,,4;5;6
5109851,CONTROL,0,0,0,,train,0,,,,4;5;6
5109996,CONTROL,0,0,0,,train,0,,,,4;5;6
5112228,CONTROL,0,0,0,,train,0,,,,4;5;6
5113825,CONTROL,0,0,0,,train,0,,,,4;5;6
5122498,CONTROL,0,0,0,,train,0,,,,4;5;6
5124509,CONTROL,0,0,0,,train,0,,,,4;5;6
5126278,CONTROL,0,0,0,,train,0,,,,4;5;6
5167070,CONTROL,0,0,0,,train,0,,,,4;5;6
5168890,CONTROL,0,0,0,,train,0,,,,4;5;6
5171909,CONTROL,0,0,0,,train,0,,,,4;5;6
5180533,CONTROL,0,0,0,,train,0,,,,4;5;6
5185859,CONTROL,0,0,0,,train,0,,,,4;5;6
5185991,CONTROL,0,0,0,,train,0,,,,4;5;6
5192039,CONTROL,0,0,0,,train,0,,,,4;5;6
5192474,CONTROL,0,0,0,,train,0,,,,4;5;6
5192724,CONTROL,0,0,0,,train,0,,,,4;5;6
5193281,CONTROL,0,0,0,,train,0,,,,4;5;6
5198592,CONTROL,0,0,0,,train,0,,,,4;5;6
5199997,CONTROL,0,0,0,,train,0,,,,4;5;6
5200187,CONTROL,0,0,0,,train,0,,,,4;5;6
5202851,CONTROL,0,0,0,,train,0,,,,4;5;6
5210990,CONTROL,0,0,0,,train,0,,,,4;5;6
5214286,CONTROL,0,0,0,,train,0,,,,4;5;6
5215966,CONTROL,0,0,0,,train,0,,,,4;5;6
5218739,CONTROL,0,0,0,,train,0,,,,4;5;6
5252575,CONTROL,0,0,0,,train,0,,,,4;5;6
5253854,CONTROL,0,0,0,,train,0,,,,4;5;6
5255580,CONTROL,0,0,0,,train,0,,,,4;5;6
5256158,CONTROL,0,0,0,,train,0,,,,4;5;6
5260403,CONTROL,0,0,0,,train,0,,,,4;5;6
5265442,CONTROL,0,0,0,,train,0,,,,4;5;6
